PCID,TCGID,
3404808,undefined,
5434448,undefined,
3404731,undefined,
3404741,undefined,
3404810,undefined,
3404724,undefined,
3404865,undefined,
3404708,undefined,
3404866,undefined,
3404709,undefined,
3404758,undefined,
3404780,undefined,
3404772,undefined,
3404800,undefined,
3404804,undefined,
3404770,undefined,
3404803,undefined,
3404817,undefined,
3404734,undefined,
3404878,undefined,
3404735,undefined,
3404879,undefined,
3404768,undefined,
3404823,undefined,
3404663,undefined,
3404681,undefined,
3404807,undefined,
5404791,undefined,
3404635,undefined,
3404766,undefined,
3404751,undefined,
3404884,undefined,
3404752,undefined,
3404885,undefined,
3404684,undefined,
3404648,undefined,
3404829,undefined,
3404687,undefined,
3404858,undefined,
3404688,undefined,
3471531,undefined,
3471582,undefined,
3471536,undefined,
3471535,undefined,
3471540,undefined,
3471550,undefined,
3471570,undefined,
3471551,undefined,
3471610,undefined,
3471569,undefined,
3471556,undefined,
3471599,undefined,
7136220,undefined,
3471579,undefined,
3471578,undefined,
3471584,undefined,
3471589,undefined,
3471528,undefined,
3471588,undefined,
3471526,undefined,
3471554,undefined,
3471541,undefined,
3471597,undefined,
3471542,undefined,
3471605,undefined,
3471549,undefined,
3471585,undefined,
3471581,undefined,
3471566,undefined,
3471565,undefined,
3471564,undefined,
3471587,undefined,
3471601,undefined,
3471583,undefined,
3471572,undefined,
3471609,undefined,
3471561,undefined,
3471562,undefined,
3471567,undefined,
3471543,undefined,
3471544,undefined,
3471568,undefined,
3471577,undefined,
3471539,undefined,
3471532,undefined,
3471546,undefined,
3471586,undefined,
3471553,undefined,
3471552,undefined,
3471580,undefined,
3471575,undefined,
3471563,undefined,
3471547,undefined,
3471598,undefined,
3471548,undefined,
3471606,undefined,
3471545,undefined,
3471527,undefined,
3471592,undefined,
3471603,undefined,
3471608,undefined,
3471576,undefined,
3471559,undefined,
3471538,undefined,
3471596,undefined,
3471533,undefined,
3471604,undefined,
3471534,undefined,
3471571,undefined,
3471530,undefined,
3471574,undefined,
3471591,undefined,
3471529,undefined,
3471590,undefined,
3471602,undefined,
3471607,undefined,
3471573,undefined,
3471557,undefined,
3471558,undefined,
3471594,undefined,
3471593,undefined,
3471595,undefined,
3471611,undefined,
3471555,undefined,
3471537,undefined,
3471560,undefined,
6635221,undefined,
3438101,undefined,
3438100,undefined,
3438099,undefined,
3438098,undefined,
3438113,undefined,
3438112,undefined,
3438116,undefined,
3438111,undefined,
3438114,undefined,
3438153,undefined,
3438154,undefined,
3438115,undefined,
3438039,undefined,
3438038,undefined,
3438041,undefined,
3438040,undefined,
3438043,undefined,
3438135,undefined,
3438136,undefined,
3438042,undefined,
3438068,undefined,
3438067,undefined,
3438064,undefined,
3438063,undefined,
3438065,undefined,
3438143,undefined,
3438144,undefined,
3438066,undefined,
3438076,undefined,
3438079,undefined,
3438078,undefined,
3438077,undefined,
3438082,undefined,
3438081,undefined,
3438080,undefined,
3438147,undefined,
3438148,undefined,
5151305,undefined,
3438169,undefined,
3438168,undefined,
3438167,undefined,
3438170,undefined,
3438089,undefined,
3438090,undefined,
3438036,undefined,
3438034,undefined,
3438033,undefined,
3438032,undefined,
3438031,undefined,
3438037,undefined,
3438133,undefined,
3438134,undefined,
3438035,undefined,
6635220,undefined,
3438162,undefined,
3438092,undefined,
3438095,undefined,
3438091,undefined,
3438096,undefined,
3438097,undefined,
3438149,undefined,
3438150,undefined,
3438093,undefined,
3438094,undefined,
3438061,undefined,
3438059,undefined,
3438060,undefined,
3438058,undefined,
3438057,undefined,
3438062,undefined,
3438141,undefined,
3438142,undefined,
3438119,undefined,
3438122,undefined,
3438118,undefined,
3438117,undefined,
3438155,undefined,
3438156,undefined,
3438120,undefined,
3438121,undefined,
3438109,undefined,
3438110,undefined,
3438129,undefined,
3438131,undefined,
3438127,undefined,
3438130,undefined,
3438128,undefined,
3438132,undefined,
3438158,undefined,
3438159,undefined,
3438084,undefined,
3438083,undefined,
3438171,undefined,
7564747,undefined,
6778730,undefined,
3438087,undefined,
3438088,undefined,
3438161,undefined,
3438051,undefined,
3438052,undefined,
3438053,undefined,
3438056,undefined,
3438055,undefined,
3438050,undefined,
3438054,undefined,
3438139,undefined,
3438140,undefined,
6782984,undefined,
3438160,undefined,
3438072,undefined,
3438070,undefined,
3438075,undefined,
3438069,undefined,
3438071,undefined,
3438074,undefined,
3438073,undefined,
3438145,undefined,
3438146,undefined,
6179662,undefined,
3438125,undefined,
3438124,undefined,
3438126,undefined,
3438157,undefined,
3438172,undefined,
3438123,undefined,
3438086,undefined,
3438085,undefined,
6675517,undefined,
3438166,undefined,
3438164,undefined,
3438165,undefined,
3438044,undefined,
3438048,undefined,
3438047,undefined,
3438049,undefined,
3438046,undefined,
3438137,undefined,
3438138,undefined,
3438045,undefined,
3438106,undefined,
3438103,undefined,
3438108,undefined,
3438104,undefined,
3438102,undefined,
3438107,undefined,
3438151,undefined,
3438152,undefined,
3438105,undefined,
6125037,undefined,
6125038,undefined,
6125039,undefined,
6125040,undefined,
6125077,undefined,
6125223,undefined,
4447665,undefined,
4447558,undefined,
6680801,undefined,
6680800,undefined,
4447630,undefined,
4447714,undefined,
6680802,undefined,
6680803,undefined,
4447579,undefined,
4447668,undefined,
6680804,undefined,
6680805,undefined,
4447601,undefined,
4447602,undefined,
4447736,undefined,
4447597,undefined,
4447674,undefined,
6680806,undefined,
6680807,undefined,
4447596,undefined,
4447678,undefined,
6680808,undefined,
6680809,undefined,
4447475,undefined,
4447474,undefined,
4447636,undefined,
4447724,undefined,
6680810,undefined,
6680811,undefined,
4447574,undefined,
6680812,undefined,
4447573,undefined,
6680813,undefined,
4447488,undefined,
4447685,undefined,
4447489,undefined,
4447686,undefined,
4447631,undefined,
4447715,undefined,
6680814,undefined,
6680815,undefined,
4447638,undefined,
6680816,undefined,
4447620,undefined,
6680817,undefined,
4447642,undefined,
6680818,undefined,
4447623,undefined,
4447709,undefined,
6680819,undefined,
6680820,undefined,
4447661,undefined,
4447539,undefined,
6680822,undefined,
6680821,undefined,
4447628,undefined,
6680823,undefined,
4447713,undefined,
6680824,undefined,
