PCID,TCGID,
5705982,NA,
3975654,NA,
3975935,NA,
3725764,NA,
6363055,NA,
3725798,NA,
5530061,NA,
5917687,NA,
5769594,NA,
5769813,NA,
3561710,NA,
3975947,NA,
3725855,NA,
5252551,NA,
5769675,NA,
5706124,NA,
5252548,NA,
5768768,NA,
3560886,NA,
3561584,NA,
6971307,NA,
3975647,NA,
4928334,NA,
3975952,NA,
3725866,NA,
3975787,NA,
3725916,NA,
3725708,NA,
3561701,NA,
3975956,NA,
5067075,NA,
5769501,NA,
5768802,NA,
6363058,NA,
3560791,NA,
3560757,NA,
3560892,NA,
3725726,NA,
3561562,NA,
3975736,NA,
5769744,NA,
5252585,NA,
5769722,NA,
3975662,NA,
5769836,NA,
5252572,NA,
1420008,168212,
5769790,NA,
5769624,NA,
5769887,NA,
3561236,NA,
5706040,NA,
5706073,NA,
6363056,NA,
3725690,NA,
3975793,NA,
5769650,NA,
5067029,NA,
3560764,NA,
3561646,NA,
3561592,NA,
3561540,NA,
5067051,NA,
4928227,NA,
3975628,NA,
5253709,NA,
5768724,NA,
5705977,NA,
5067027,NA,
5530040,NA,
5705946,NA,
5706016,NA,
5530064,NA,
5369005,NA,
3561262,NA,
3560817,NA,
3975875,NA,
3975713,NA,
3975951,NA,
5706030,NA,
1420017,152843,
5706177,NA,
5706012,NA,
3561266,NA,
3561641,NA,
3725808,NA,
3725810,NA,
5252557,NA,
5706212,NA,
7667580,NA,
5769712,NA,
3560732,NA,
3725750,NA,
3725679,NA,
5706077,NA,
7286185,NA,
3975766,NA,
3561396,NA,
3561336,NA,
3975805,NA,
3975847,NA,
5768760,NA,
3975925,NA,
5706159,NA,
3560911,NA,
3561692,NA,
6666558,NA,
5252568,NA,
5769794,NA,
5768818,NA,
5066997,NA,
3560775,NA,
1420013,168215,
3975841,NA,
3725766,NA,
5705988,NA,
6363049,NA,
5769610,NA,
3561588,NA,
4928242,NA,
5768815,NA,
5706009,NA,
3975944,NA,
5768793,NA,
5768771,NA,
3975953,NA,
5768790,NA,
3561098,NA,
3560758,NA,
3975929,NA,
5705950,NA,
3975807,NA,
3975879,NA,
4928328,NA,
5705903,NA,
3975979,NA,
5769844,NA,
3561521,NA,
3725874,NA,
5530052,NA,
3561616,NA,
3725847,NA,
4928222,NA,
3975943,NA,
5530083,NA,
5769881,NA,
3561574,NA,
5067085,NA,
5768769,NA,
5067093,NA,
4928279,NA,
5706206,NA,
5769570,NA,
4928240,NA,
5252588,NA,
3725818,NA,
5769776,NA,
5769694,NA,
3725673,NA,
3561531,NA,
5769801,NA,
3975863,NA,
3975640,NA,
3560760,NA,
3975725,NA,
3975923,NA,
3725967,NA,
3561520,NA,
5706034,NA,
3561365,NA,
3725700,NA,
5706126,NA,
3975817,NA,
5706194,NA,
5252582,NA,
3560734,NA,
3725924,NA,
5252594,NA,
3725793,NA,
3561550,NA,
5368999,NA,
5705997,NA,
3561689,NA,
3560903,NA,
5769756,NA,
6362968,NA,
3561221,NA,
5252571,NA,
5369000,NA,
5705985,NA,
5368997,NA,
5769789,NA,
5769843,NA,
4928288,NA,
5768826,NA,
5769787,NA,
5769575,NA,
5067070,NA,
5769737,NA,
3976000,NA,
3561360,NA,
3975857,NA,
3561613,NA,
3561539,NA,
3561214,NA,
5067016,NA,
3561675,NA,
4928256,NA,
3561440,NA,
5769783,NA,
5768797,NA,
3561582,NA,
5252552,NA,
3561465,NA,
7286183,NA,
5530087,NA,
3561711,NA,
5706060,NA,
5705975,NA,
5067077,NA,
5530026,NA,
4928264,NA,
3560738,NA,
5768729,NA,
3561278,NA,
3561304,NA,
3561563,NA,
3561719,NA,
5769865,NA,
3560888,NA,
3975711,NA,
3561630,NA,
3561487,NA,
5252569,NA,
4928271,NA,
3975901,NA,
5768775,NA,
5769713,NA,
5252574,NA,
3561705,NA,
3561515,NA,
5769835,NA,
5705956,NA,
5706020,NA,
5769477,NA,
5530034,NA,
5768786,NA,
5769767,NA,
6363061,NA,
5706135,NA,
3560988,NA,
3560851,NA,
3975982,NA,
3975993,NA,
3725881,NA,
3561302,NA,
3725951,NA,
3725716,NA,
5706093,NA,
5768782,NA,
5067036,NA,
5769864,NA,
5705945,NA,
1420010,168246,
3561273,NA,
5706196,NA,
4928296,NA,
3975765,NA,
5705948,NA,
5706001,NA,
5768778,NA,
5769524,NA,
4928270,NA,
1420001,168205,
5530035,NA,
7569365,NA,
5706064,NA,
3561696,NA,
3561548,NA,
3725722,NA,
3975903,NA,
5706054,NA,
3725842,NA,
959087,101491,
3560749,NA,
3975729,NA,
3725848,NA,
5769704,NA,
3561565,NA,
6362947,NA,
5705951,NA,
5252577,NA,
4928266,NA,
3975652,NA,
5706047,NA,
5768774,NA,
3975683,NA,
3725929,NA,
3561612,NA,
3560794,NA,
3561385,NA,
3561248,NA,
3560898,NA,
3975894,NA,
3725812,NA,
5067000,NA,
5706074,NA,
5067005,NA,
3561356,NA,
5067018,NA,
4928246,NA,
3975802,NA,
3975832,NA,
3561530,NA,
5705899,NA,
5706123,NA,
5769498,NA,
5530030,NA,
5067064,NA,
5252558,NA,
5705981,NA,
3975724,NA,
4928241,NA,
1419996,168238,
5769527,NA,
5252581,NA,
5769653,NA,
5067086,NA,
5769768,NA,
5067096,NA,
3560841,NA,
3725693,NA,
3561021,NA,
3560752,NA,
3975636,NA,
3560810,NA,
6682393,NA,
7308701,551930,
3975961,NA,
5768810,NA,
5769504,NA,
5706190,NA,
5530092,NA,
3975898,NA,
5768789,NA,
3975672,NA,
5530024,NA,
5768816,NA,
5768759,NA,
5705984,NA,
5769499,NA,
3975871,NA,
5769782,NA,
959175,101491,
5706049,NA,
5706045,NA,
1420003,168241,
3561048,NA,
3561478,NA,
3975890,NA,
3975760,NA,
3561362,NA,
5252549,NA,
3561334,NA,
5769661,NA,
5706207,NA,
3725761,NA,
3975621,NA,
3975742,NA,
5769549,NA,
5768777,NA,
5436952,219187,
5769655,NA,
3560858,NA,
3975837,NA,
3561276,NA,
3725894,NA,
3561435,NA,
3561318,NA,
3561651,NA,
3560799,NA,
5706023,NA,
3975806,NA,
3975995,NA,
5706090,NA,
5769588,NA,
5769686,NA,
5706200,NA,
3561706,NA,
5368998,NA,
5769863,NA,
3975637,NA,
5706209,NA,
3975948,NA,
3975945,NA,
4928294,NA,
7569349,NA,
3561050,NA,
4928233,NA,
3975899,NA,
5769682,NA,
5252563,NA,
3725809,NA,
3561416,NA,
3561226,NA,
3561626,NA,
3561409,NA,
5706058,NA,
3975864,NA,
5769829,NA,
3975751,NA,
5769518,NA,
5769516,NA,
6362996,NA,
5768747,NA,
5706089,NA,
5253706,NA,
3561669,NA,
4928302,219179,
3975624,NA,
3975641,NA,
5768811,NA,
5253704,NA,
3975799,NA,
3561254,NA,
3975959,NA,
3975623,NA,
5253720,NA,
5769649,NA,
3560767,NA,
7286173,NA,
3561528,NA,
3561473,NA,
3975738,NA,
5067095,NA,
3561381,NA,
5705972,NA,
3975630,NA,
3561678,NA,
5769636,NA,
3561518,NA,
3561441,NA,
3975796,NA,
5706130,NA,
3975708,NA,
5706109,NA,
5769652,NA,
4928231,NA,
3975878,NA,
5253701,NA,
5769617,NA,
6362946,NA,
3561154,NA,
3560866,NA,
3561261,NA,
3725704,NA,
3561498,NA,
5769523,NA,
6363063,NA,
5705954,NA,
3561671,NA,
7569343,NA,
3975671,NA,
5530060,NA,
6362964,NA,
5530045,NA,
5530067,NA,
3975651,NA,
5369002,NA,
6363051,NA,
3561094,NA,
5769634,NA,
5769822,NA,
6363053,NA,
3975954,NA,
5705811,NA,
4928268,NA,
5706119,NA,
4928299,NA,
3560783,NA,
3561177,NA,
1420020,168224,
3561624,NA,
5530036,NA,
5252554,NA,
5706188,NA,
5769625,NA,
3975720,NA,
5769724,NA,
5067082,NA,
5252583,NA,
5769727,NA,
4081134,NA,
3975661,NA,
3725784,NA,
5253711,NA,
5706202,NA,
5769583,NA,
5769502,NA,
5706084,NA,
5706160,NA,
5768742,NA,
4928306,NA,
3725664,NA,
2158357,101467,
5769666,NA,
5769847,NA,
5769743,NA,
5706164,NA,
3560902,NA,
3975862,NA,
3561060,NA,
3561051,NA,
3560873,NA,
3725754,NA,
3561634,NA,
3975744,NA,
3975814,NA,
1420019,168250,
3975648,NA,
3561479,NA,
5769487,NA,
5252587,NA,
4928284,NA,
3725752,NA,
6362965,NA,
5769858,NA,
5768823,NA,
1420012,168248,
5768767,NA,
5530031,NA,
3975811,NA,
5253699,NA,
5706014,NA,
5769663,NA,
3560805,NA,
5705900,NA,
3561101,NA,
3561681,NA,
5768740,NA,
5706081,NA,
5706100,NA,
3561197,NA,
3561598,NA,
3561595,NA,
3725734,NA,
5706118,NA,
3975888,NA,
5706181,NA,
5067078,NA,
5135155,NA,
3725888,NA,
3725715,NA,
5769621,NA,
5067006,NA,
5769870,NA,
5706143,NA,
3561709,NA,
5067083,NA,
4928286,NA,
5769476,NA,
5706169,NA,
5067084,NA,
5253710,NA,
3561136,NA,
3561056,NA,
3561111,NA,
3725961,NA,
3560798,NA,
3561632,NA,
3561500,NA,
5705993,NA,
3725756,NA,
4928262,NA,
5706028,NA,
3975776,NA,
5530066,NA,
5706053,NA,
3975665,NA,
5768821,NA,
5769493,NA,
3561010,NA,
1420016,168223,
5769825,NA,
5530090,NA,
5706172,NA,
5530093,NA,
5769846,NA,
3561281,NA,
3561078,NA,
3561090,NA,
3560765,NA,
3975985,NA,
3725671,NA,
3561387,NA,
3725953,NA,
3561457,NA,
3560724,NA,
3561609,NA,
3561245,NA,
3561495,NA,
3561715,NA,
5706098,NA,
1419997,168198,
5705996,NA,
5769757,NA,
5705969,NA,
5769736,NA,
3975642,NA,
3975843,NA,
3975828,NA,
5530028,NA,
3561599,NA,
3975643,NA,
5706025,NA,
5530037,NA,
3975834,NA,
3975955,NA,
5067059,NA,
4928273,NA,
5706171,NA,
5769689,NA,
4928269,NA,
3561589,NA,
5252604,NA,
5769553,NA,
5067089,NA,
4928326,NA,
5252602,NA,
5252598,NA,
3561370,NA,
3725879,NA,
5769484,NA,
3561057,NA,
3725902,NA,
3975723,NA,
3975789,NA,
5530094,NA,
5768739,NA,
5769763,NA,
5530038,NA,
3560904,NA,
3975682,NA,
5768758,NA,
5705898,NA,
5252579,NA,
5769509,NA,
3561596,NA,
5769489,NA,
5769878,NA,
3975686,NA,
5768764,NA,
5369006,NA,
3561474,NA,
3561642,NA,
6363057,NA,
3560923,NA,
5067068,NA,
5769778,NA,
5769795,NA,
5769598,NA,
3975996,NA,
3560827,NA,
3560843,NA,
5769591,NA,
3725950,NA,
3561210,NA,
3561274,NA,
3561104,NA,
3561222,NA,
3561306,NA,
3561040,NA,
3561264,NA,
3725865,NA,
3975734,NA,
3561652,NA,
3975827,NA,
5706104,NA,
3975804,NA,
5768721,NA,
5769754,NA,
3560862,NA,
5768720,NA,
5769485,NA,
5768754,NA,
5706158,NA,
3561718,NA,
5769883,NA,
3561213,NA,
5067063,NA,
5530048,NA,
3560769,NA,
5768813,NA,
5706076,NA,
5067092,NA,
5067003,NA,
3975677,NA,
5964320,NA,
5769519,NA,
3725922,NA,
5768773,NA,
3560954,NA,
3561016,NA,
3725845,NA,
3560807,NA,
3725789,NA,
3560766,NA,
3561708,NA,
3975743,NA,
3975759,NA,
3561566,NA,
3561289,NA,
4928263,NA,
5705967,NA,
3975881,NA,
3725802,NA,
5530042,NA,
5769709,NA,
3725868,NA,
5706071,NA,
6363062,NA,
5706213,NA,
3975860,NA,
3975679,NA,
3561698,NA,
3975741,NA,
5706037,NA,
1420015,168249,
5706006,NA,
5769623,NA,
5067088,NA,
5706117,NA,
3725836,NA,
5706021,NA,
3725785,NA,
3561443,NA,
3561575,NA,
3561332,NA,
3975819,NA,
3560773,NA,
5705979,NA,
3561541,NA,
3725738,NA,
5706116,NA,
5530055,NA,
5769532,NA,
3561594,NA,
5769651,NA,
5253705,NA,
5769821,NA,
5706042,NA,
3975763,NA,
3975709,NA,
3975631,NA,
5769513,NA,
4928295,NA,
5067039,NA,
3560731,NA,
5067065,NA,
3560800,NA,
3560824,NA,
3975992,NA,
3725828,NA,
3725849,NA,
3561638,NA,
3975757,NA,
3560804,NA,
3725675,NA,
3975792,NA,
3561205,NA,
3975909,NA,
3561534,NA,
5706022,NA,
5769643,NA,
5769880,NA,
5530086,NA,
3561644,NA,
4928229,NA,
5369004,NA,
5253697,NA,
5769657,NA,
4928245,NA,
3561614,NA,
3725867,NA,
3975785,NA,
3561406,NA,
5769662,NA,
3725918,NA,
5067023,NA,
5769807,NA,
3975775,NA,
4928329,NA,
5768828,NA,
3975950,NA,
5769579,NA,
3975659,NA,
5530025,NA,
5253703,NA,
5706179,NA,
3725771,NA,
4928298,NA,
5706056,NA,
5066995,NA,
5436959,219188,
5067090,NA,
3560725,NA,
4928244,NA,
3725942,NA,
3975824,NA,
3725917,NA,
3561200,NA,
3725701,NA,
3561027,NA,
3561680,NA,
5769557,NA,
3975747,NA,
3561636,NA,
5706018,NA,
3975915,NA,
3561587,NA,
3725769,NA,
3561301,NA,
3975927,NA,
5705947,NA,
4928303,219180,
5768749,NA,
5067080,NA,
6362940,NA,
6363046,NA,
5252575,NA,
1419999,168240,
5769648,NA,
5530072,NA,
5769525,NA,
5706035,NA,
5530056,NA,
5530058,NA,
5769578,NA,
6777795,NA,
3975848,NA,
5706157,NA,
5769596,NA,
5706193,NA,
5769850,NA,
5705978,NA,
1420009,168244,
3560865,NA,
5769534,NA,
5917689,NA,
3561585,NA,
3561037,NA,
3561152,NA,
3561256,NA,
3975645,NA,
3725757,NA,
5252560,NA,
5769599,NA,
5705893,NA,
3975816,NA,
6363047,NA,
3561313,NA,
3561560,NA,
3975784,NA,
5706136,NA,
5768822,NA,
5530063,NA,
3975704,NA,
3560948,NA,
5706176,NA,
5769571,NA,
3975739,NA,
3975941,NA,
3560906,NA,
5769633,NA,
5769700,NA,
1420006,168243,
5769563,NA,
5769711,NA,
4928259,NA,
5917690,NA,
3725932,NA,
3561620,NA,
5769872,NA,
5705955,NA,
5706085,NA,
5253721,NA,
5768783,NA,
3561648,NA,
3560987,NA,
3725800,NA,
5769670,NA,
3561697,NA,
3561420,NA,
3561324,NA,
3725786,NA,
3561071,NA,
3975753,NA,
3561655,NA,
5706027,NA,
5530076,NA,
5530054,NA,
5530044,NA,
5769814,NA,
3975721,NA,
5067041,NA,
4928260,NA,
5252586,NA,
3561604,NA,
5252605,NA,
5769775,NA,
6362963,219056,
3975717,NA,
3725697,NA,
5769658,NA,
5530079,NA,
4928238,NA,
5769600,NA,
5706165,NA,
5768800,NA,
6363044,NA,
5769537,NA,
4928221,NA,
3975801,NA,
5706120,NA,
3725736,NA,
5769664,NA,
5706110,NA,
5706066,NA,
3561510,NA,
5768803,NA,
3975866,NA,
5252573,NA,
5769708,NA,
5769679,NA,
3561586,NA,
5530078,NA,
5252570,NA,
6362961,NA,
5769669,NA,
3560744,NA,
5769536,NA,
3561135,NA,
3561268,NA,
5769774,NA,
3725692,NA,
5768829,NA,
3561167,NA,
3561661,NA,
3725805,NA,
3725775,NA,
3975907,NA,
3561464,NA,
3561512,NA,
5769884,NA,
3725908,NA,
3975906,NA,
6363068,NA,
3975660,NA,
5706015,NA,
5769816,NA,
3561712,NA,
4928301,NA,
3560907,NA,
5067056,NA,
5253700,NA,
5769656,NA,
3975926,NA,
5769631,NA,
5768719,NA,
5769811,NA,
5769833,NA,
5769545,NA,
3561079,NA,
5252556,NA,
5768812,NA,
5252553,NA,
5768722,NA,
5768762,NA,
5705973,NA,
4928235,NA,
5768770,NA,
1420011,168214,
5769494,NA,
5706139,NA,
1420005,168251,
3725780,NA,
3561338,NA,
5706094,NA,
3560869,NA,
5769762,NA,
3976002,NA,
3561376,NA,
5066998,NA,
3560985,NA,
3560844,NA,
3725739,NA,
5769699,NA,
7569338,NA,
3561337,NA,
4621207,NA,
5963749,NA,
3975922,NA,
5769796,NA,
3725816,NA,
5706087,NA,
5769556,NA,
5769642,NA,
7308695,218626,
5769554,NA,
5706178,NA,
4928289,219174,
5253713,NA,
3975823,NA,
5769548,NA,
5706041,NA,
6362942,NA,
3561610,NA,
3561581,NA,
3975905,NA,
5769849,NA,
5769558,NA,
4928236,NA,
3725803,NA,
3561568,NA,
5769751,NA,
5769613,NA,
5067049,NA,
3560871,NA,
5706114,NA,
5252566,NA,
3561046,NA,
3725843,NA,
3725804,NA,
5769511,NA,
1420023,168247,
4928257,NA,
3560828,NA,
3725703,NA,
3561359,NA,
3560913,NA,
3975693,NA,
3561576,NA,
3725863,NA,
3975887,NA,
3975774,NA,
5769742,NA,
3975822,NA,
5769533,NA,
5067033,NA,
3725837,NA,
3560772,NA,
5768723,NA,
5369001,NA,
3561293,NA,
5769750,NA,
5706153,NA,
5253702,NA,
3561564,NA,
3725792,NA,
5706198,NA,
5252580,NA,
5705991,NA,
4928267,NA,
5706059,NA,
5769482,NA,
4928232,NA,
3560816,NA,
3561018,NA,
5769853,NA,
3975748,NA,
3560914,NA,
7286182,NA,
3561159,NA,
3561328,NA,
5252601,NA,
3975854,NA,
3561571,NA,
5769681,NA,
3725720,NA,
3561326,NA,
3975921,NA,
3975680,NA,
3725783,NA,
3975910,NA,
3561285,NA,
3561662,NA,
5768805,NA,
3975781,NA,
3560855,NA,
5768736,NA,
3561251,NA,
7286184,NA,
7286174,NA,
5769781,NA,
5768780,NA,
5705943,NA,
5067045,NA,
5438818,219183,
5067071,NA,
5530043,NA,
5769521,NA,
5530082,NA,
5769882,NA,
4928280,NA,
5067062,NA,
3725831,NA,
3725744,NA,
3725806,NA,
3725770,NA,
5706132,NA,
3725670,NA,
3725660,NA,
3561686,NA,
3561694,NA,
3975668,NA,
3561253,NA,
3561411,NA,
5706162,NA,
959124,101455,
5530062,NA,
5530065,NA,
5769538,NA,
3975762,NA,
5769510,NA,
1419998,168239,
3725698,NA,
5769581,NA,
959025,101455,
4928248,NA,
4928281,NA,
3725796,NA,
3975892,NA,
5769839,NA,
3561354,NA,
3725931,NA,
5705976,NA,
3561346,NA,
3560740,NA,
5705952,NA,
3561656,NA,
5769605,NA,
5706152,NA,
5253696,NA,
5769573,NA,
3561204,NA,
5768795,NA,
5769620,NA,
3975839,NA,
3560999,NA,
5769749,NA,
3560917,NA,
3560836,NA,
7211429,NA,
6266361,NA,
3975949,NA,
3725971,NA,
3561323,NA,
5769520,NA,
3560784,NA,
3975809,NA,
3561390,NA,
3975675,NA,
5067050,NA,
5705995,NA,
4928282,NA,
7286175,NA,
5769889,NA,
5530033,NA,
3975694,NA,
5706092,NA,
3975650,NA,
5067040,NA,
3561394,NA,
4928327,NA,
5252593,NA,
5768787,NA,
3561573,NA,
6362938,NA,
5768799,NA,
3975938,NA,
5769777,NA,
3975639,NA,
5530091,NA,
5769488,NA,
5066999,NA,
5706050,NA,
5706024,NA,
5769871,NA,
5769758,NA,
5768820,NA,
3561494,NA,
7569353,NA,
5706142,NA,
3561041,NA,
3561170,NA,
3560997,NA,
5252591,NA,
5706095,NA,
5067046,NA,
5769619,NA,
5706184,NA,
5769680,NA,
5768784,NA,
3560937,NA,
3561380,NA,
3561097,NA,
959176,101493,
3725689,NA,
5768730,NA,
5768785,NA,
5706210,NA,
4928333,NA,
5769503,NA,
4928290,219182,
4928250,219051,
5706055,NA,
5768743,NA,
3725723,NA,
5769582,NA,
3975889,NA,
5768808,NA,
3975963,NA,
3561492,NA,
3561578,NA,
5769867,NA,
3725834,NA,
5768779,NA,
3975931,NA,
5438777,219091,
5706112,NA,
5530046,NA,
3975634,NA,
3561627,NA,
5530057,NA,
5769590,NA,
5769808,NA,
5706208,NA,
5769547,NA,
5769715,NA,
3975808,NA,
3560735,NA,
5769529,NA,
4928228,NA,
5769684,NA,
5768766,NA,
3560939,NA,
3975978,NA,
3560853,NA,
3561002,NA,
3975970,NA,
3975794,NA,
3560797,NA,
3725794,NA,
3725974,NA,
5769592,NA,
5706072,NA,
5769673,NA,
5706155,NA,
6362966,NA,
3725767,NA,
5706105,NA,
3561330,NA,
3725728,NA,
3561165,NA,
3725954,NA,
5706183,NA,
5769834,NA,
5769701,NA,
3561475,NA,
3561577,NA,
3561446,NA,
3561670,NA,
3561546,NA,
3975838,NA,
1420018,168220,
3725733,NA,
3561430,NA,
5768801,NA,
3975687,NA,
3561703,NA,
5706144,NA,
5769595,NA,
3975829,NA,
3975895,NA,
5769654,NA,
6363069,NA,
3561162,NA,
7286186,NA,
5067072,NA,
5769726,NA,
3975896,NA,
5705998,NA,
5530051,NA,
3975981,NA,
5768772,NA,
5769745,NA,
6363050,NA,
5253714,NA,
5769875,NA,
5769587,NA,
5253698,NA,
5530081,NA,
5769645,NA,
7639088,NA,
3725904,NA,
3561196,NA,
5769739,NA,
5705968,NA,
3560901,NA,
6377545,NA,
3560893,NA,
5706067,NA,
959050,101452,
5769799,NA,
6362956,219089,
3560955,NA,
3561132,NA,
5769541,NA,
3725746,NA,
3561690,NA,
3725791,NA,
3975969,NA,
3560753,NA,
4928224,NA,
3725850,NA,
3725742,NA,
3975740,NA,
5706039,NA,
3561202,NA,
3725714,NA,
3561171,NA,
4928297,NA,
3725919,NA,
3975865,NA,
5706145,NA,
5530032,NA,
3560793,NA,
3975918,NA,
5706033,NA,
3561567,NA,
3975705,NA,
5706019,NA,
5769593,NA,
5769721,NA,
3975902,NA,
3561437,NA,
3975726,NA,
3975685,NA,
3975883,NA,
5769773,NA,
3560821,NA,
6363064,NA,
5253708,NA,
5706168,NA,
5769854,NA,
3560847,NA,
5769539,NA,
4928234,NA,
6362999,NA,
3560958,NA,
3561453,NA,
5769691,NA,
5769845,NA,
5706031,NA,
5530053,NA,
5252607,NA,
5769597,NA,
5769483,NA,
3560741,NA,
5530068,NA,
5253715,NA,
3975786,NA,
5769491,NA,
3561529,NA,
5530074,NA,
3561348,NA,
5769823,NA,
5769512,NA,
5769888,NA,
3561150,NA,
5769667,NA,
5769496,NA,
5368996,NA,
5530073,NA,
3561006,NA,
5769734,NA,
3975980,NA,
5769759,NA,
4928220,NA,
5768756,NA,
3560976,NA,
5067074,NA,
5067012,NA,
